Id,Bound
4525,0
4526,1
4527,0
4528,0
4529,1
4530,0
4531,1
4532,1
4533,0
4534,0
4535,0
4536,1
4537,0
4538,1
4539,0
4540,1
4541,1
4542,1
4543,1
4544,1
4545,0
4546,0
4547,0
4548,1
4549,1
4550,1
4551,1
4552,0
4553,0
4554,0
4555,1
4556,0
4557,1
4558,0
4559,0
4560,1
4561,0
4562,0
4563,1
4564,1
4565,1
4566,1
4567,0
4568,0
4569,1
4570,1
4571,0
4572,0
4573,1
4574,0
4575,1
4576,0
4577,0
4578,0
4579,1
4580,1
4581,0
4582,0
4583,0
4584,1
4585,1
4586,1
4587,1
4588,1
4589,1
4590,0
4591,0
4592,0
4593,0
4594,1
4595,0
4596,1
4597,0
4598,1
4599,1
4600,1
4601,0
4602,0
4603,0
4604,1
4605,0
4606,0
4607,0
4608,1
4609,1
4610,0
4611,1
4612,0
4613,1
4614,1
4615,0
4616,0
4617,0
4618,1
4619,0
4620,0
4621,0
4622,1
4623,0
4624,0
4625,0
4626,1
4627,0
4628,0
4629,0
4630,1
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,1
4640,1
4641,1
4642,0
4643,0
4644,0
4645,1
4646,1
4647,0
4648,1
4649,1
4650,0
4651,0
4652,1
4653,0
4654,0
4655,1
4656,1
4657,0
4658,1
4659,1
4660,0
4661,1
4662,0
4663,0
4664,1
4665,0
4666,0
4667,1
4668,0
4669,0
4670,1
4671,0
4672,0
4673,0
4674,1
4675,0
4676,1
4677,1
4678,1
4679,0
4680,0
4681,1
4682,1
4683,1
4684,1
4685,0
4686,1
4687,1
4688,1
4689,0
4690,0
4691,1
4692,1
4693,0
4694,0
4695,0
4696,0
4697,0
4698,1
4699,0
4700,0
4701,0
4702,1
4703,1
4704,0
4705,0
4706,0
4707,1
4708,1
4709,1
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,1
4721,0
4722,1
4723,1
4724,0
4725,1
4726,1
4727,1
4728,0
4729,1
4730,1
4731,1
4732,0
4733,0
4734,0
4735,1
4736,0
4737,0
4738,1
4739,1
4740,0
4741,0
4742,0
4743,1
4744,0
4745,1
4746,1
4747,1
4748,1
4749,0
4750,0
4751,1
4752,1
4753,1
4754,0
4755,0
4756,0
4757,1
4758,1
4759,1
4760,1
4761,1
4762,1
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,1
4770,1
4771,0
4772,1
4773,1
4774,1
4775,0
4776,1
4777,1
4778,0
4779,0
4780,0
4781,0
4782,0
4783,1
4784,1
4785,1
4786,1
4787,0
4788,0
4789,0
4790,1
4791,1
4792,1
4793,1
4794,1
4795,1
4796,0
4797,1
4798,1
4799,1
4800,0
4801,0
4802,1
4803,1
4804,1
4805,1
4806,1
4807,0
4808,0
4809,0
4810,1
4811,1
4812,1
4813,0
4814,0
4815,0
4816,1
4817,0
4818,0
4819,1
4820,0
4821,1
4822,0
4823,1
4824,0
4825,0
4826,1
4827,0
4828,1
4829,0
4830,0
4831,0
4832,0
4833,0
4834,0
4835,1
4836,1
4837,1
4838,0
4839,0
4840,1
4841,0
4842,1
4843,0
4844,1
4845,0
4846,0
4847,1
4848,0
4849,1
4850,1
4851,0
4852,0
4853,0
4854,0
4855,1
4856,0
4857,1
4858,0
4859,1
4860,1
4861,0
4862,0
4863,1
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,1
4871,0
4872,1
4873,1
4874,1
4875,0
4876,0
4877,1
4878,1
4879,0
4880,1
4881,1
4882,0
4883,1
4884,0
4885,1
4886,1
4887,0
4888,1
4889,1
4890,0
4891,1
4892,0
4893,1
4894,1
4895,0
4896,1
4897,1
4898,0
4899,1
4900,1
4901,1
4902,0
4903,0
4904,1
4905,0
4906,1
4907,1
4908,0
4909,0
4910,1
4911,0
4912,1
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,1
4920,1
4921,1
4922,0
4923,1
4924,0
4925,0
4926,1
4927,0
4928,0
4929,0
4930,1
4931,1
4932,1
4933,0
4934,0
4935,1
4936,0
4937,0
4938,0
4939,0
4940,1
4941,1
4942,0
4943,0
4944,0
4945,0
4946,1
4947,1
4948,1
4949,1
4950,0
4951,1
4952,0
4953,1
4954,0
4955,0
4956,0
4957,1
4958,0
4959,1
4960,1
4961,1
4962,1
4963,0
4964,1
4965,1
4966,1
4967,0
4968,0
4969,1
4970,0
4971,0
4972,0
4973,1
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,1
4983,1
4984,0
4985,1
4986,0
4987,1
4988,0
4989,0
4990,0
4991,0
4992,0
4993,1
4994,0
4995,1
4996,0
4997,1
4998,1
4999,1
5000,1
5001,1
5002,1
5003,1
5004,1
5005,1
5006,1
5007,0
5008,0
5009,1
5010,1
5011,1
5012,0
5013,1
5014,0
5015,0
5016,1
5017,0
5018,1
5019,0
5020,0
5021,1
5022,1
5023,0
5024,1
5025,0
5026,1
5027,0
5028,1
5029,0
5030,0
5031,1
5032,0
5033,1
5034,0
5035,1
5036,0
5037,0
5038,1
5039,0
5040,1
5041,1
5042,0
5043,1
5044,0
5045,0
5046,0
5047,1
5048,0
5049,1
5050,1
5051,1
5052,1
5053,0
5054,0
5055,0
5056,0
5057,0
5058,1
5059,1
5060,1
5061,0
5062,1
5063,1
5064,1
5065,0
5066,1
5067,0
5068,1
5069,1
5070,0
5071,1
5072,0
5073,0
5074,1
5075,1
5076,1
5077,0
5078,1
5079,1
5080,1
5081,0
5082,1
5083,1
5084,1
5085,0
5086,0
5087,0
5088,0
5089,0
5090,1
5091,1
5092,0
5093,0
5094,1
5095,0
5096,1
5097,1
5098,1
5099,1
5100,1
5101,1
5102,0
5103,1
5104,1
5105,1
5106,1
5107,0
5108,0
5109,0
5110,1
5111,0
5112,0
5113,1
5114,1
5115,0
5116,0
5117,1
5118,1
5119,1
5120,1
5121,0
5122,0
5123,0
5124,1
5125,1
5126,0
5127,1
5128,1
5129,0
5130,0
5131,1
5132,1
5133,1
5134,0
5135,0
5136,0
5137,0
5138,1
5139,0
5140,1
5141,0
5142,0
5143,0
5144,1
5145,0
5146,0
5147,1
5148,1
5149,0
5150,0
5151,1
5152,1
5153,0
5154,1
5155,0
5156,1
5157,0
5158,0
5159,1
5160,1
5161,1
5162,1
5163,1
5164,0
5165,1
5166,1
5167,0
5168,0
5169,0
5170,1
5171,0
5172,1
5173,0
5174,1
5175,0
5176,1
5177,0
5178,1
5179,0
5180,1
5181,1
5182,1
5183,0
5184,0
5185,1
5186,1
5187,1
5188,0
5189,0
5190,0
5191,1
5192,1
5193,0
5194,1
5195,1
5196,0
5197,0
5198,0
5199,1
5200,0
5201,0
5202,1
5203,0
5204,1
5205,0
5206,1
5207,1
5208,1
5209,0
5210,1
5211,0
5212,0
5213,1
5214,1
5215,0
5216,0
5217,0
5218,1
5219,1
5220,0
5221,1
5222,0
5223,0
5224,1
5225,0
5226,0
5227,1
5228,0
5229,0
5230,1
5231,0
5232,1
5233,1
5234,1
5235,1
5236,1
5237,0
5238,0
5239,0
5240,1
5241,1
5242,1
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,1
5250,1
5251,0
5252,1
5253,1
5254,0
5255,1
5256,0
5257,0
5258,0
5259,1
5260,0
5261,0
5262,1
5263,0
5264,1
5265,1
5266,0
5267,0
5268,0
5269,0
5270,0
5271,1
5272,1
5273,0
5274,1
5275,1
5276,1
5277,1
5278,0
5279,0
5280,0
5281,0
5282,0
5283,1
5284,1
5285,1
5286,0
5287,1
5288,0
5289,1
5290,0
5291,1
5292,1
5293,1
5294,1
5295,0
5296,0
5297,0
5298,1
5299,0
5300,0
5301,1
5302,0
5303,1
5304,0
5305,0
5306,1
5307,0
5308,0
5309,1
5310,1
5311,1
5312,1
5313,1
5314,0
5315,1
5316,0
5317,0
5318,1
5319,0
5320,0
5321,1
5322,0
5323,1
5324,0
5325,1
5326,1
5327,0
5328,1
5329,1
5330,1
5331,0
5332,1
5333,0
5334,1
5335,1
5336,0
5337,1
5338,0
5339,1
5340,0
5341,1
5342,0
5343,0
5344,0
5345,1
5346,0
5347,1
5348,0
5349,0
5350,0
5351,0
5352,1
5353,1
5354,0
5355,1
5356,0
5357,1
5358,0
5359,0
5360,0
5361,0
5362,1
5363,0
5364,1
5365,0
5366,1
5367,0
5368,1
5369,1
5370,0
5371,1
5372,1
5373,1
5374,0
5375,1
5376,0
5377,1
5378,1
5379,1
5380,0
5381,0
5382,1
5383,0
5384,1
5385,0
5386,0
5387,0
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5394,1
5395,0
5396,0
5397,1
5398,0
5399,0
5400,0
5401,1
5402,0
5403,1
5404,0
5405,0
5406,0
5407,1
5408,0
5409,0
5410,0
5411,1
5412,1
5413,0
5414,0
5415,1
5416,1
5417,1
5418,1
5419,1
5420,1
5421,1
5422,1
5423,1
5424,1
5425,0
5426,1
5427,0
5428,1
5429,1
5430,0
5431,0
5432,0
5433,1
5434,1
5435,1
5436,1
5437,0
5438,0
5439,0
5440,0
5441,1
5442,1
5443,1
5444,1
5445,0
5446,1
5447,1
5448,0
5449,0
5450,1
5451,1
5452,0
5453,1
5454,1
5455,0
5456,1
5457,1
5458,0
5459,1
5460,1
5461,0
5462,1
5463,1
5464,0
5465,1
5466,1
5467,0
5468,1
5469,1
5470,0
5471,1
5472,0
5473,0
5474,0
5475,1
5476,1
5477,0
5478,0
5479,0
5480,1
5481,1
5482,0
5483,1
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,1
5491,1
5492,0
5493,1
5494,1
5495,0
5496,1
5497,0
5498,1
5499,0
5500,1
5501,1
5502,1
5503,1
5504,1
5505,0
5506,1
5507,0
5508,0
5509,0
5510,0
5511,1
5512,0
5513,0
5514,1
5515,0
5516,0
5517,1
5518,1
5519,0
5520,0
5521,0
5522,0
5523,1
5524,1
5525,1
5526,0
5527,1
5528,0
5529,1
5530,0
5531,1
5532,0
5533,1
5534,0
5535,0
5536,0
5537,1
5538,0
5539,0
5540,1
5541,0
5542,0
5543,1
5544,0
5545,0
5546,0
5547,1
5548,1
5549,1
5550,0
5551,0
5552,0
5553,1
5554,1
5555,1
5556,1
5557,0
5558,0
5559,1
5560,1
5561,0
5562,1
5563,1
5564,1
5565,0
5566,0
5567,1
5568,0
5569,0
5570,0
5571,1
5572,1
5573,1
5574,1
5575,0
5576,1
5577,0
5578,1
5579,0
5580,1
5581,0
5582,0
5583,1
5584,0
5585,1
5586,0
5587,0
5588,0
5589,1
5590,0
5591,0
5592,0
5593,1
5594,1
5595,1
5596,0
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,0
5605,0
5606,1
5607,0
5608,0
5609,1
5610,0
5611,1
5612,1
5613,1
5614,0
5615,0
5616,0
5617,0
5618,1
5619,1
5620,1
5621,0
5622,0
5623,0
5624,1
5625,1
5626,1
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,1
5634,1
5635,1
5636,1
5637,0
5638,1
5639,0
5640,1
5641,0
5642,0
5643,0
5644,0
5645,1
5646,0
5647,0
5648,1
5649,0
5650,0
5651,1
5652,1
5653,0
5654,0
5655,0
5656,0
5657,0
5658,1
5659,0
5660,0
5661,1
5662,0
5663,1
5664,0
5665,0
5666,1
5667,1
5668,0
5669,1
5670,1
5671,0
5672,1
5673,0
5674,0
5675,0
5676,1
5677,1
5678,1
5679,1
5680,0
5681,1
5682,1
5683,1
5684,1
5685,1
5686,1
5687,0
5688,0
5689,0
5690,0
5691,1
5692,1
5693,0
5694,1
5695,1
5696,0
5697,1
5698,0
5699,0
5700,0
5701,0
5702,0
5703,0
5704,1
5705,0
5706,0
5707,1
5708,1
5709,1
5710,0
5711,1
5712,1
5713,0
5714,1
5715,1
5716,1
5717,1
5718,0
5719,0
5720,0
5721,0
5722,1
5723,0
5724,1
5725,1
5726,1
5727,1
5728,1
5729,1
5730,0
5731,1
5732,0
5733,1
5734,0
5735,1
5736,0
5737,0
5738,0
5739,0
5740,1
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,1
5748,0
5749,1
5750,1
5751,0
5752,1
5753,1
5754,0
5755,0
5756,0
5757,1
5758,0
5759,0
5760,1
5761,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,0
5768,0
5769,1
5770,1
5771,0
5772,0
5773,1
5774,0
5775,1
5776,1
5777,1
5778,0
5779,0
5780,0
5781,1
5782,0
5783,0
5784,0
5785,0
5786,1
5787,0
5788,0
5789,1
5790,0
5791,1
5792,1
5793,0
5794,1
5795,0
5796,1
5797,0
5798,1
5799,1
5800,1
5801,1
5802,0
5803,0
5804,0
5805,1
5806,0
5807,0
5808,1
5809,1
5810,0
5811,1
5812,1
5813,1
5814,1
5815,0
5816,0
5817,0
5818,1
5819,0
5820,1
5821,0
5822,1
5823,0
5824,0
5825,1
5826,1
5827,1
5828,1
5829,0
5830,0
5831,1
5832,1
5833,1
5834,1
5835,0
5836,1
5837,0
5838,1
5839,1
5840,1
5841,1
5842,1
5843,0
5844,0
5845,1
5846,0
5847,1
5848,0
5849,0
5850,1
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,1
5858,1
5859,1
5860,1
5861,0
5862,0
5863,0
5864,1
5865,1
5866,1
5867,0
5868,0
5869,0
5870,0
5871,1
5872,1
5873,1
5874,0
5875,0
5876,0
5877,1
5878,1
5879,1
5880,0
5881,0
5882,0
5883,0
5884,1
5885,1
5886,0
5887,1
5888,1
5889,1
5890,1
5891,0
5892,0
5893,0
5894,0
5895,1
5896,1
5897,0
5898,0
5899,1
5900,1
5901,0
5902,1
5903,0
5904,1
5905,0
5906,1
5907,0
5908,1
5909,0
5910,0
5911,1
5912,0
5913,0
5914,0
5915,1
5916,1
5917,0
5918,1
5919,0
5920,1
5921,1
5922,0
5923,1
5924,0
5925,0
5926,1
5927,0
5928,1
5929,1
5930,0
5931,1
5932,0
5933,0
5934,1
5935,0
5936,0
5937,1
5938,0
5939,1
5940,1
5941,1
5942,0
5943,0
5944,0
5945,0
5946,1
5947,0
5948,0
5949,1
5950,1
5951,0
5952,0
5953,0
5954,1
5955,1
5956,0
5957,1
5958,0
5959,0
5960,0
5961,0
5962,1
5963,1
5964,1
5965,0
5966,0
5967,0
5968,1
5969,1
5970,1
5971,0
5972,0
5973,0
5974,1
5975,0
5976,1
5977,0
5978,0
5979,0
5980,0
5981,1
5982,0
5983,0
5984,1
5985,1
5986,0
5987,1
5988,1
5989,1
5990,1
5991,1
5992,0
5993,0
5994,1
5995,0
5996,1
5997,0
5998,0
5999,1
