Id,Bound
1061,1
1062,0
1063,1
1064,1
1065,0
1066,0
1067,1
1068,1
1069,1
1070,1
1071,0
1072,0
1073,1
1074,1
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,0
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,0
1090,1
1091,1
1092,1
1093,0
1094,1
1095,1
1096,0
1097,1
1098,1
1099,0
1100,1
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,1
1108,0
1109,0
1110,0
1111,0
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,1
1119,1
1120,0
1121,0
1122,1
1123,0
1124,1
1125,0
1126,1
1127,0
1128,1
1129,0
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,0
1137,0
1138,1
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,0
1152,1
1153,1
1154,0
1155,0
1156,1
1157,0
1158,0
1159,0
1160,1
1161,0
1162,0
1163,1
1164,1
1165,0
1166,1
1167,1
1168,0
1169,1
1170,1
1171,1
1172,0
1173,1
1174,1
1175,0
1176,1
1177,1
1178,0
1179,1
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,0
1187,1
1188,0
1189,1
1190,0
1191,0
1192,0
1193,1
1194,0
1195,1
1196,0
1197,0
1198,0
1199,0
1200,1
1201,1
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,1
1210,1
1211,0
1212,0
1213,0
1214,1
1215,1
1216,1
1217,1
1218,1
1219,0
1220,0
1221,0
1222,1
1223,0
1224,1
1225,1
1226,0
1227,1
1228,0
1229,1
1230,0
1231,1
1232,1
1233,0
1234,0
1235,1
1236,1
1237,1
1238,0
1239,1
1240,0
1241,1
1242,1
1243,0
1244,1
1245,0
1246,1
1247,1
1248,0
1249,1
1250,1
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,1
1268,1
1269,0
1270,1
1271,0
1272,1
1273,1
1274,1
1275,1
1276,0
1277,1
1278,1
1279,1
1280,1
1281,0
1282,0
1283,0
1284,0
1285,1
1286,1
1287,1
1288,0
1289,0
1290,1
1291,0
1292,0
1293,1
1294,1
1295,1
1296,1
1297,0
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,1
1305,0
1306,1
1307,1
1308,1
1309,1
1310,0
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,0
1318,1
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,1
1327,1
1328,0
1329,0
1330,1
1331,1
1332,1
1333,0
1334,0
1335,0
1336,0
1337,1
1338,0
1339,1
1340,1
1341,1
1342,1
1343,0
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,1
1353,1
1354,0
1355,1
1356,0
1357,0
1358,0
1359,1
1360,0
1361,1
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,1
1373,0
1374,0
1375,1
1376,0
1377,0
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,1
1385,0
1386,0
1387,1
1388,1
1389,0
1390,1
1391,0
1392,0
1393,1
1394,0
1395,0
1396,0
1397,1
1398,0
1399,1
1400,1
1401,1
1402,0
1403,0
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,0
1412,1
1413,0
1414,0
1415,1
1416,1
1417,0
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,0
1425,1
1426,0
1427,1
1428,0
1429,0
1430,1
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,1
1439,1
1440,1
1441,1
1442,0
1443,1
1444,0
1445,0
1446,1
1447,0
1448,0
1449,1
1450,0
1451,0
1452,0
1453,1
1454,1
1455,0
1456,1
1457,1
1458,0
1459,0
1460,0
1461,1
1462,1
1463,1
1464,1
1465,0
1466,1
1467,1
1468,1
1469,0
1470,0
1471,0
1472,0
1473,0
1474,1
1475,1
1476,1
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,1
1484,0
1485,1
1486,1
1487,1
1488,0
1489,1
1490,0
1491,1
1492,1
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,1
1505,0
1506,1
1507,0
1508,0
1509,0
1510,1
1511,1
1512,0
1513,1
1514,1
1515,0
1516,1
1517,0
1518,0
1519,1
1520,0
1521,1
1522,0
1523,1
1524,1
1525,1
1526,1
1527,0
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,1
1535,1
1536,0
1537,1
1538,0
1539,1
1540,0
1541,1
1542,1
1543,1
1544,0
1545,0
1546,0
1547,1
1548,0
1549,1
1550,1
1551,1
1552,0
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,0
1562,1
1563,1
1564,1
1565,1
1566,1
1567,0
1568,1
1569,1
1570,1
1571,0
1572,1
1573,0
1574,1
1575,0
1576,1
1577,1
1578,1
1579,1
1580,1
1581,0
1582,0
1583,1
1584,0
1585,0
1586,1
1587,1
1588,0
1589,0
1590,0
1591,1
1592,1
1593,1
1594,1
1595,0
1596,1
1597,0
1598,0
1599,1
1600,0
1601,0
1602,1
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,1
1613,1
1614,0
1615,0
1616,1
1617,1
1618,1
1619,0
1620,0
1621,1
1622,0
1623,1
1624,0
1625,0
1626,1
1627,0
1628,1
1629,1
1630,1
1631,0
1632,0
1633,1
1634,0
1635,1
1636,0
1637,0
1638,1
1639,0
1640,1
1641,0
1642,1
1643,0
1644,1
1645,0
1646,0
1647,1
1648,1
1649,1
1650,0
1651,1
1652,1
1653,1
1654,1
1655,0
1656,1
1657,1
1658,1
1659,0
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,0
1667,0
1668,0
1669,1
1670,1
1671,0
1672,0
1673,1
1674,1
1675,1
1676,1
1677,0
1678,1
1679,0
1680,1
1681,1
1682,1
1683,1
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,0
1691,1
1692,0
1693,1
1694,1
1695,0
1696,1
1697,1
1698,0
1699,0
1700,0
1701,1
1702,0
1703,0
1704,1
1705,1
1706,0
1707,0
1708,1
1709,1
1710,0
1711,0
1712,0
1713,1
1714,0
1715,0
1716,0
1717,1
1718,1
1719,0
1720,1
1721,1
1722,1
1723,0
1724,0
1725,1
1726,0
1727,0
1728,0
1729,1
1730,0
1731,1
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,1
1739,1
1740,0
1741,0
1742,0
1743,0
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,1
1751,1
1752,1
1753,0
1754,0
1755,1
1756,1
1757,1
1758,1
1759,1
1760,0
1761,0
1762,0
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,1
1770,1
1771,1
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,1
1784,0
1785,0
1786,0
1787,1
1788,1
1789,1
1790,1
1791,0
1792,1
1793,1
1794,0
1795,1
1796,0
1797,1
1798,1
1799,0
1800,1
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,1
1808,0
1809,0
1810,1
1811,0
1812,1
1813,0
1814,0
1815,1
1816,1
1817,0
1818,0
1819,1
1820,0
1821,0
1822,0
1823,1
1824,1
1825,1
1826,0
1827,1
1828,1
1829,1
1830,0
1831,1
1832,0
1833,0
1834,1
1835,1
1836,1
1837,1
1838,0
1839,0
1840,1
1841,0
1842,0
1843,0
1844,0
1845,0
1846,1
1847,0
1848,0
1849,1
1850,1
1851,1
1852,0
1853,1
1854,0
1855,1
1856,1
1857,1
1858,1
1859,1
1860,0
1861,0
1862,0
1863,1
1864,0
1865,1
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,1
1873,0
1874,1
1875,1
1876,0
1877,1
1878,0
1879,0
1880,0
1881,1
1882,1
1883,0
1884,0
1885,0
1886,1
1887,1
1888,1
1889,0
1890,1
1891,1
1892,0
1893,0
1894,1
1895,1
1896,1
1897,0
1898,0
1899,0
1900,1
1901,0
1902,1
1903,1
1904,0
1905,1
1906,0
1907,1
1908,0
1909,1
1910,0
1911,0
1912,0
1913,1
1914,0
1915,1
1916,1
1917,1
1918,0
1919,1
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,1
1929,1
1930,1
1931,0
1932,0
1933,0
1934,1
1935,1
1936,1
1937,1
1938,0
1939,1
1940,0
1941,1
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,1
1951,0
1952,1
1953,1
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,0
1961,1
1962,0
1963,0
1964,1
1965,1
1966,0
1967,0
1968,1
1969,1
1970,0
1971,1
1972,0
1973,1
1974,0
1975,0
1976,1
1977,1
1978,1
1979,0
1980,0
1981,1
1982,1
1983,0
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,0
1991,0
1992,1
1993,0
1994,1
1995,0
1996,1
1997,1
1998,1
1999,0
